Aktuellezeit,Ort,Beschreibung,Aktuelletemperatur
2021-03-09 08:04:26.642165,Salzburg,Ein paar Wolken,-2.40°C
2021-03-09 08:05:26.801966,Mumbai,Rauch,32.96°C
2021-03-09 08:06:26.892195,Salzburg,Ein paar Wolken,-2.40°C
2021-03-09 08:07:26.993669,Mumbai,Rauch,32.96°C
2021-03-09 08:08:27.093142,Salzburg,Ein paar Wolken,-2.40°C
2021-03-09 08:09:27.180830,Mumbai,Rauch,32.96°C
2021-03-09 08:10:27.272820,Salzburg,Ein paar Wolken,-2.40°C
2021-03-09 08:11:27.375224,Mumbai,Rauch,32.96°C
2021-03-09 08:12:27.473909,Salzburg,Ein paar Wolken,-2.40°C
2021-03-09 08:13:27.576895,Mumbai,Rauch,32.98°C
2021-03-09 08:14:27.695250,Salzburg,Ein paar Wolken,-1.27°C
2021-03-09 08:15:27.779306,Mumbai,Rauch,32.98°C
2021-03-09 08:16:27.862326,Salzburg,Ein paar Wolken,-1.27°C
2021-03-09 08:17:27.969231,Mumbai,Rauch,32.98°C
2021-03-09 08:18:28.114417,Salzburg,Ein paar Wolken,-1.27°C
2021-03-09 08:19:28.222334,Mumbai,Rauch,32.98°C
2021-03-09 08:20:28.319471,Salzburg,Ein paar Wolken,-1.27°C
2021-03-09 08:21:28.411995,Mumbai,Rauch,32.98°C
2021-03-09 08:22:28.512378,Salzburg,Ein paar Wolken,-1.27°C
2021-03-09 08:23:28.638707,Mumbai,Rauch,32.01°C
2021-03-09 08:24:28.730792,Salzburg,Ein paar Wolken,-0.64°C
2021-03-09 08:25:28.833103,Mumbai,Rauch,32.01°C
2021-03-09 08:26:28.924997,Salzburg,Ein paar Wolken,-0.64°C
2021-03-09 08:27:29.014529,Mumbai,Rauch,32.01°C
2021-03-09 08:28:29.118866,Salzburg,Ein paar Wolken,-0.64°C
2021-03-09 08:29:29.219317,Mumbai,Rauch,32.01°C
2021-03-09 08:30:29.313110,Salzburg,Ein paar Wolken,-0.64°C
2021-03-09 08:31:29.413987,Mumbai,Rauch,32.01°C
2021-03-09 08:32:29.499664,Salzburg,Ein paar Wolken,-0.64°C
2021-03-09 08:33:29.597277,Mumbai,Rauch,32.01°C
2021-03-09 08:34:29.696991,Salzburg,Ein paar Wolken,-0.73°C
2021-03-09 08:35:29.798903,Mumbai,Rauch,32.01°C
2021-03-09 08:36:29.896176,Salzburg,Ein paar Wolken,-0.73°C
2021-03-09 08:37:30.030915,Mumbai,Rauch,32.01°C
2021-03-09 08:38:30.120929,Salzburg,Ein paar Wolken,-0.73°C
2021-03-09 08:39:30.224134,Mumbai,Rauch,31.98°C
2021-03-09 08:40:30.331210,Salzburg,Ein paar Wolken,0.92°C
2021-03-09 08:41:30.417273,Mumbai,Rauch,31.98°C
2021-03-09 08:42:30.509002,Salzburg,Ein paar Wolken,0.92°C
2021-03-09 08:43:30.605868,Mumbai,Rauch,31.98°C
2021-03-09 08:44:30.684751,Salzburg,Ein paar Wolken,0.92°C
2021-03-09 08:45:30.781652,Mumbai,Rauch,31.98°C
2021-03-09 08:46:30.874458,Salzburg,Ein paar Wolken,0.92°C
2021-03-09 08:47:30.983657,Mumbai,Rauch,31.98°C
2021-03-09 08:48:31.070618,Salzburg,Ein paar Wolken,0.92°C
2021-03-09 08:49:31.164479,Mumbai,Rauch,32.52°C
2021-03-09 08:50:31.284111,Salzburg,Ein paar Wolken,1.98°C
2021-03-09 08:51:31.375119,Mumbai,Rauch,32.52°C
2021-03-09 08:52:31.463583,Salzburg,Ein paar Wolken,1.98°C
2021-03-09 08:53:31.557273,Mumbai,Rauch,32.52°C
2021-03-09 08:54:31.639285,Salzburg,Ein paar Wolken,1.98°C
2021-03-09 08:55:31.731057,Mumbai,Rauch,32.52°C
2021-03-09 08:56:31.832674,Salzburg,Ein paar Wolken,1.98°C
2021-03-09 08:57:31.911746,Mumbai,Rauch,32.52°C
2021-03-09 08:58:32.001022,Salzburg,Ein paar Wolken,1.98°C
2021-03-09 08:59:32.099977,Mumbai,Rauch,32.52°C
2021-03-09 09:00:32.299558,Salzburg,Ein paar Wolken,0.81°C
2021-03-09 09:01:32.389886,Mumbai,Rauch,32.52°C
2021-03-09 09:02:32.479746,Salzburg,Ein paar Wolken,0.81°C
2021-03-09 09:03:32.559098,Mumbai,Rauch,32.52°C
2021-03-09 09:04:32.659159,Salzburg,Ein paar Wolken,0.81°C
2021-03-09 09:05:32.756892,Mumbai,Rauch,32.52°C
2021-03-09 09:06:32.843262,Salzburg,Ein paar Wolken,0.81°C
2021-03-09 09:07:32.931396,Mumbai,Rauch,32.52°C
2021-03-09 09:08:33.023935,Salzburg,Ein paar Wolken,0.81°C
2021-03-09 09:09:33.131727,Mumbai,Rauch,32.48°C
2021-03-09 09:10:33.245725,Salzburg,Ein paar Wolken,1.18°C
2021-03-09 09:11:33.325755,Mumbai,Rauch,32.48°C
2021-03-09 09:12:33.427494,Salzburg,Ein paar Wolken,1.18°C
2021-03-09 09:13:33.528296,Mumbai,Rauch,32.48°C
2021-03-09 09:14:33.632761,Salzburg,Ein paar Wolken,1.18°C
2021-03-09 09:15:33.724385,Mumbai,Rauch,32.48°C
2021-03-09 09:16:33.828649,Salzburg,Ein paar Wolken,1.18°C
2021-03-09 09:17:33.913241,Mumbai,Rauch,32.48°C
2021-03-09 09:18:34.006225,Salzburg,Ein paar Wolken,1.18°C
2021-03-09 09:19:34.180084,Mumbai,Rauch,32.52°C
2021-03-09 09:20:34.273427,Salzburg,Ein paar Wolken,0.00°C
2021-03-09 09:21:34.366165,Mumbai,Rauch,32.52°C
2021-03-09 09:22:34.470643,Salzburg,Ein paar Wolken,0.00°C
2021-03-09 09:23:34.570783,Mumbai,Rauch,32.52°C
2021-03-09 09:24:34.661586,Salzburg,Ein paar Wolken,0.00°C
2021-03-09 09:25:34.746681,Mumbai,Rauch,32.52°C
2021-03-09 09:26:34.845799,Salzburg,Ein paar Wolken,0.00°C
2021-03-09 09:27:34.948693,Mumbai,Rauch,32.52°C
2021-03-09 09:28:35.048229,Salzburg,Ein paar Wolken,0.00°C
2021-03-09 09:29:35.136849,Mumbai,Rauch,32.52°C
2021-03-09 09:30:35.245264,Salzburg,Ein paar Wolken,0.00°C
2021-03-09 09:31:35.353949,Mumbai,Rauch,32.52°C
2021-03-09 09:32:35.446060,Salzburg,Ein paar Wolken,0.00°C
2021-03-09 09:33:35.534597,Mumbai,Rauch,32.52°C
2021-03-09 09:34:35.628991,Salzburg,Ein paar Wolken,0.00°C
2021-03-09 09:35:35.724907,Mumbai,Rauch,32.52°C
2021-03-09 09:36:35.810168,Salzburg,Ein paar Wolken,0.00°C
2021-03-09 09:37:35.906108,Mumbai,Rauch,32.52°C
2021-03-09 09:38:35.998815,Salzburg,Ein paar Wolken,0.00°C
2021-03-09 09:39:36.192485,Mumbai,Rauch,33.08°C
2021-03-09 09:40:36.329851,Salzburg,Ein paar Wolken,3.90°C
2021-03-09 09:41:36.408483,Mumbai,Rauch,33.08°C
2021-03-09 09:42:36.503338,Salzburg,Ein paar Wolken,3.90°C
2021-03-09 09:43:36.600365,Mumbai,Rauch,33.08°C
2021-03-09 09:44:36.680622,Salzburg,Ein paar Wolken,3.90°C
2021-03-09 09:45:36.799289,Mumbai,Rauch,33.08°C
2021-03-09 09:46:36.902113,Salzburg,Ein paar Wolken,3.90°C
2021-03-09 09:47:37.027180,Mumbai,Rauch,33.08°C
2021-03-09 09:48:37.121266,Salzburg,Ein paar Wolken,3.90°C
2021-03-09 09:49:37.209674,Mumbai,Rauch,34.01°C
2021-03-09 09:50:37.313569,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 09:51:37.405239,Mumbai,Rauch,34.01°C
2021-03-09 09:52:37.503132,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 09:53:37.615048,Mumbai,Rauch,34.01°C
2021-03-09 09:54:37.706652,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 09:55:37.804335,Mumbai,Rauch,34.01°C
2021-03-09 09:56:37.888641,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 09:57:37.997586,Mumbai,Rauch,34.01°C
2021-03-09 09:58:38.088301,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 09:59:38.189674,Mumbai,Rauch,34.01°C
2021-03-09 10:00:38.324721,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 10:01:38.414714,Mumbai,Rauch,34.01°C
2021-03-09 10:02:38.513615,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 10:03:38.605186,Mumbai,Rauch,34.01°C
2021-03-09 10:04:38.699832,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 10:05:38.783458,Mumbai,Rauch,34.01°C
2021-03-09 10:06:38.889883,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 10:07:39.100153,Mumbai,Rauch,34.01°C
2021-03-09 10:08:39.177210,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 10:09:39.286472,Mumbai,Rauch,33.47°C
2021-03-09 10:10:39.386159,Salzburg,Ein paar Wolken,3.07°C
2021-03-09 10:11:39.491029,Mumbai,Rauch,33.47°C
2021-03-09 10:12:39.708812,Salzburg,Ein paar Wolken,3.07°C
2021-03-09 10:13:39.809226,Mumbai,Rauch,33.47°C
2021-03-09 10:14:39.891651,Salzburg,Ein paar Wolken,3.07°C
2021-03-09 10:15:40.002313,Mumbai,Rauch,33.47°C
2021-03-09 10:16:40.090088,Salzburg,Ein paar Wolken,3.07°C
2021-03-09 10:17:40.174279,Mumbai,Rauch,33.47°C
2021-03-09 10:18:40.273988,Salzburg,Ein paar Wolken,3.07°C
2021-03-09 10:19:40.373217,Mumbai,Rauch,33.52°C
2021-03-09 10:20:40.479413,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 10:21:40.582641,Mumbai,Rauch,33.52°C
2021-03-09 10:22:40.681625,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 10:23:40.778441,Mumbai,Rauch,33.52°C
2021-03-09 10:24:40.881701,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 10:25:40.968667,Mumbai,Rauch,33.52°C
2021-03-09 10:26:41.069672,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 10:27:41.161979,Mumbai,Rauch,33.52°C
2021-03-09 10:28:41.269085,Salzburg,Ein paar Wolken,2.94°C
2021-03-09 10:29:41.416646,Mumbai,Rauch,33.52°C
2021-03-09 10:30:41.511743,Salzburg,Ein paar Wolken,1.81°C
2021-03-09 10:31:41.613302,Mumbai,Rauch,33.52°C
2021-03-09 10:32:41.716401,Salzburg,Ein paar Wolken,1.81°C
2021-03-09 10:33:41.815798,Mumbai,Rauch,33.52°C
2021-03-09 10:34:41.906426,Salzburg,Ein paar Wolken,1.81°C
2021-03-09 10:35:42.022164,Mumbai,Rauch,33.52°C
2021-03-09 10:36:42.225304,Salzburg,Ein paar Wolken,1.81°C
2021-03-09 10:37:42.379257,Mumbai,Rauch,33.52°C
2021-03-09 10:38:42.501855,Salzburg,Ein paar Wolken,1.81°C
2021-03-09 10:39:42.630416,Mumbai,Rauch,33.98°C
2021-03-09 10:40:42.752250,Salzburg,Ein paar Wolken,3.34°C
2021-03-09 10:41:42.869064,Mumbai,Rauch,33.98°C
2021-03-09 10:42:42.954148,Salzburg,Ein paar Wolken,3.34°C
2021-03-09 10:43:43.043050,Mumbai,Rauch,33.98°C
2021-03-09 10:44:43.145785,Salzburg,Ein paar Wolken,3.34°C
2021-03-09 10:45:43.245626,Mumbai,Rauch,33.98°C
2021-03-09 10:46:43.326840,Salzburg,Ein paar Wolken,3.34°C
2021-03-09 10:47:43.458466,Mumbai,Rauch,33.98°C
2021-03-09 10:48:43.548783,Salzburg,Ein paar Wolken,3.34°C
2021-03-09 10:49:43.666495,Mumbai,Rauch,34.00°C
2021-03-09 10:50:43.849422,Salzburg,Ein paar Wolken,2.28°C
2021-03-09 10:51:43.947756,Mumbai,Rauch,34.00°C
2021-03-09 10:52:44.042139,Salzburg,Ein paar Wolken,2.28°C
2021-03-09 10:53:44.133389,Mumbai,Rauch,34.00°C
2021-03-09 10:54:44.221361,Salzburg,Ein paar Wolken,2.28°C
2021-03-09 10:55:44.333566,Mumbai,Rauch,34.00°C
2021-03-09 10:56:44.416558,Salzburg,Ein paar Wolken,2.28°C
2021-03-09 10:57:44.501554,Mumbai,Rauch,34.00°C
2021-03-09 10:58:44.589694,Salzburg,Ein paar Wolken,2.28°C
2021-03-09 10:59:44.691035,Mumbai,Rauch,34.01°C
2021-03-09 11:00:44.785080,Salzburg,Ein paar Wolken,2.26°C
2021-03-09 11:01:44.891943,Mumbai,Rauch,34.01°C
2021-03-09 11:02:44.976417,Salzburg,Ein paar Wolken,2.26°C
2021-03-09 11:03:45.081167,Mumbai,Rauch,34.01°C
2021-03-09 11:04:45.209207,Salzburg,Ein paar Wolken,2.26°C
2021-03-09 11:05:45.300158,Mumbai,Rauch,34.01°C
2021-03-09 11:06:45.386230,Salzburg,Ein paar Wolken,2.26°C
2021-03-09 11:07:45.486817,Mumbai,Rauch,34.01°C
2021-03-09 11:08:45.580474,Salzburg,Ein paar Wolken,2.26°C
2021-03-09 11:09:45.678378,Mumbai,Rauch,34.01°C
2021-03-09 11:10:45.783496,Salzburg,Ein paar Wolken,3.27°C
2021-03-09 11:11:45.873971,Mumbai,Rauch,34.01°C
2021-03-09 11:12:45.977961,Salzburg,Ein paar Wolken,3.27°C
2021-03-09 11:13:46.072481,Mumbai,Rauch,34.01°C
2021-03-09 11:14:46.172731,Salzburg,Ein paar Wolken,3.27°C
2021-03-09 11:15:46.265870,Mumbai,Rauch,34.01°C
2021-03-09 11:16:46.367826,Salzburg,Ein paar Wolken,3.27°C
2021-03-09 11:17:46.458552,Mumbai,Rauch,34.01°C
2021-03-09 11:18:46.539250,Salzburg,Ein paar Wolken,3.27°C
2021-03-09 11:19:46.647288,Mumbai,Rauch,33.51°C
2021-03-09 11:20:46.747516,Salzburg,Ein paar Wolken,3.44°C
2021-03-09 11:21:46.889571,Mumbai,Rauch,33.51°C
2021-03-09 11:22:46.968049,Salzburg,Ein paar Wolken,3.44°C
2021-03-09 11:23:47.065638,Mumbai,Rauch,33.51°C
2021-03-09 11:24:47.164595,Salzburg,Ein paar Wolken,3.44°C
2021-03-09 11:25:47.266769,Mumbai,Rauch,33.51°C
2021-03-09 11:26:47.360119,Salzburg,Ein paar Wolken,3.44°C
2021-03-09 11:27:47.434152,Mumbai,Rauch,33.51°C
2021-03-09 11:28:47.533346,Salzburg,Ein paar Wolken,3.44°C
2021-03-09 11:29:47.643377,Mumbai,Rauch,33.51°C
2021-03-09 11:30:47.792868,Salzburg,Ein paar Wolken,3.60°C
2021-03-09 11:31:47.878505,Mumbai,Rauch,33.51°C
2021-03-09 11:32:47.980863,Salzburg,Ein paar Wolken,3.60°C
2021-03-09 11:33:48.075646,Mumbai,Rauch,33.51°C
2021-03-09 11:34:48.213032,Salzburg,Ein paar Wolken,3.60°C
2021-03-09 11:35:48.320889,Mumbai,Rauch,33.51°C
2021-03-09 11:36:48.549060,Salzburg,Ein paar Wolken,3.60°C
2021-03-09 11:37:48.634359,Mumbai,Rauch,33.51°C
2021-03-09 11:38:48.728332,Salzburg,Ein paar Wolken,3.60°C
2021-03-09 11:39:48.842762,Mumbai,Rauch,33.49°C
2021-03-09 11:40:48.939971,Salzburg,Ein paar Wolken,3.93°C
2021-03-09 11:41:49.046033,Mumbai,Rauch,33.49°C
2021-03-09 11:42:49.137477,Salzburg,Ein paar Wolken,3.93°C
2021-03-09 11:43:49.226292,Mumbai,Rauch,33.49°C
2021-03-09 11:44:49.330430,Salzburg,Ein paar Wolken,3.93°C
2021-03-09 11:45:49.426169,Mumbai,Rauch,33.49°C
2021-03-09 11:46:49.541868,Salzburg,Ein paar Wolken,3.93°C
2021-03-09 11:47:49.637127,Mumbai,Rauch,33.49°C
2021-03-09 11:48:49.729933,Salzburg,Ein paar Wolken,3.93°C
2021-03-09 11:49:49.832136,Mumbai,Rauch,34.01°C
2021-03-09 11:50:49.924377,Salzburg,Ein paar Wolken,4.60°C
2021-03-09 11:51:50.026966,Mumbai,Rauch,34.01°C
2021-03-09 11:52:50.123753,Salzburg,Ein paar Wolken,4.60°C
2021-03-09 11:53:50.201259,Mumbai,Rauch,34.01°C
2021-03-09 11:54:50.298179,Salzburg,Ein paar Wolken,4.60°C
2021-03-09 11:55:50.399256,Mumbai,Rauch,34.01°C
2021-03-09 11:56:50.490883,Salzburg,Ein paar Wolken,4.60°C
2021-03-09 11:57:50.594342,Mumbai,Rauch,34.01°C
2021-03-09 11:58:50.681459,Salzburg,Ein paar Wolken,4.60°C
2021-03-09 11:59:50.896094,Mumbai,Rauch,34.01°C
2021-03-09 12:00:50.997141,Salzburg,Ein paar Wolken,4.77°C
2021-03-09 12:01:51.100751,Mumbai,Rauch,34.01°C
2021-03-09 12:02:51.201561,Salzburg,Ein paar Wolken,4.77°C
2021-03-09 12:03:51.370327,Mumbai,Rauch,34.01°C
2021-03-09 12:04:51.478546,Salzburg,Ein paar Wolken,4.77°C
2021-03-09 12:05:51.570387,Mumbai,Rauch,34.01°C
2021-03-09 12:06:51.717040,Salzburg,Ein paar Wolken,4.77°C
2021-03-09 12:07:51.804331,Mumbai,Rauch,34.01°C
2021-03-09 12:08:51.910589,Salzburg,Ein paar Wolken,4.77°C
2021-03-09 12:09:52.060217,Mumbai,Rauch,34.01°C
2021-03-09 12:10:52.214271,Salzburg,Ein paar Wolken,5.00°C
2021-03-09 12:11:52.324681,Mumbai,Rauch,34.01°C
2021-03-09 12:12:52.427954,Salzburg,Ein paar Wolken,5.00°C
2021-03-09 12:13:52.514156,Mumbai,Rauch,34.01°C
2021-03-09 12:14:52.643750,Salzburg,Ein paar Wolken,5.00°C
2021-03-09 12:15:52.736476,Mumbai,Rauch,34.01°C
2021-03-09 12:16:52.816294,Salzburg,Ein paar Wolken,5.00°C
2021-03-09 12:17:52.908996,Mumbai,Rauch,34.01°C
2021-03-09 12:18:53.022263,Salzburg,Ein paar Wolken,5.00°C
2021-03-09 12:19:53.112842,Mumbai,Rauch,34.01°C
2021-03-09 12:20:53.222120,Salzburg,Ein paar Wolken,5.17°C
2021-03-09 12:21:53.321339,Mumbai,Rauch,34.01°C
2021-03-09 12:22:53.417934,Salzburg,Ein paar Wolken,5.17°C
2021-03-09 12:23:53.505083,Mumbai,Rauch,34.01°C
2021-03-09 12:24:53.591350,Salzburg,Ein paar Wolken,5.17°C
2021-03-09 12:25:53.776897,Mumbai,Rauch,34.01°C
2021-03-09 12:26:53.868063,Salzburg,Ein paar Wolken,5.17°C
2021-03-09 12:27:53.958681,Mumbai,Rauch,34.01°C
2021-03-09 12:28:54.050936,Salzburg,Ein paar Wolken,5.17°C
2021-03-09 12:29:54.127512,Mumbai,Rauch,34.01°C
2021-03-09 12:30:54.285433,Salzburg,Ein paar Wolken,6.03°C
2021-03-09 12:31:54.394204,Mumbai,Rauch,34.01°C
2021-03-09 12:32:54.508807,Salzburg,Ein paar Wolken,6.03°C
2021-03-09 12:33:54.615870,Mumbai,Rauch,34.01°C
2021-03-09 12:34:54.703918,Salzburg,Ein paar Wolken,6.03°C
2021-03-09 12:35:54.782904,Mumbai,Rauch,34.01°C
2021-03-09 12:36:54.880542,Salzburg,Ein paar Wolken,6.03°C
2021-03-09 12:37:54.992301,Mumbai,Rauch,34.01°C
2021-03-09 12:38:55.095857,Salzburg,Ein paar Wolken,6.03°C
2021-03-09 12:39:55.219476,Mumbai,Rauch,33.99°C
2021-03-09 12:40:55.326629,Salzburg,Ein paar Wolken,6.27°C
2021-03-09 12:41:55.435623,Mumbai,Rauch,33.99°C
2021-03-09 12:42:55.515739,Salzburg,Ein paar Wolken,6.27°C
2021-03-09 12:43:55.590617,Mumbai,Rauch,33.99°C
2021-03-09 12:44:55.671100,Salzburg,Ein paar Wolken,6.27°C
2021-03-09 12:45:55.760620,Mumbai,Rauch,33.99°C
2021-03-09 12:46:55.841849,Salzburg,Ein paar Wolken,6.27°C
2021-03-09 12:47:55.920396,Mumbai,Rauch,33.99°C
2021-03-09 12:48:56.002626,Salzburg,Ein paar Wolken,6.27°C
2021-03-09 12:49:56.081576,Mumbai,Rauch,33.99°C
2021-03-09 12:50:56.168801,Salzburg,Ein paar Wolken,6.27°C
2021-03-09 12:51:56.254290,Mumbai,Rauch,33.51°C
2021-03-09 12:52:56.332574,Salzburg,Ein paar Wolken,6.07°C
2021-03-09 12:53:56.404972,Mumbai,Rauch,33.51°C
2021-03-09 12:54:56.477322,Salzburg,Ein paar Wolken,6.07°C
2021-03-09 12:55:56.564499,Mumbai,Rauch,33.51°C
2021-03-09 12:56:56.647807,Salzburg,Ein paar Wolken,6.07°C
2021-03-09 12:57:56.720654,Mumbai,Rauch,33.51°C
2021-03-09 12:58:56.799856,Salzburg,Ein paar Wolken,6.07°C
2021-03-09 12:59:56.876456,Mumbai,Rauch,33.51°C
2021-03-09 13:00:56.964061,Salzburg,Ein paar Wolken,6.07°C
2021-03-09 13:01:57.209633,Mumbai,Rauch,33.51°C
2021-03-09 13:02:57.300261,Salzburg,Ein paar Wolken,5.97°C
2021-03-09 13:03:57.378123,Mumbai,Rauch,33.51°C
2021-03-09 13:04:57.465829,Salzburg,Ein paar Wolken,5.97°C
2021-03-09 13:05:57.548061,Mumbai,Rauch,33.51°C
2021-03-09 13:06:57.622485,Salzburg,Ein paar Wolken,5.97°C
2021-03-09 13:07:57.706361,Mumbai,Rauch,33.51°C
2021-03-09 13:08:57.794192,Salzburg,Ein paar Wolken,5.97°C
2021-03-09 13:09:57.876012,Mumbai,Rauch,33.51°C
2021-03-09 13:10:57.961046,Salzburg,Ein paar Wolken,5.97°C
2021-03-09 13:11:58.045453,Mumbai,Rauch,33.51°C
2021-03-09 13:12:58.152769,Salzburg,Ein paar Wolken,6.39°C
2021-03-09 13:13:58.236172,Mumbai,Rauch,32.99°C
2021-03-09 13:14:58.322747,Salzburg,Ein paar Wolken,6.39°C
2021-03-09 13:15:58.407051,Mumbai,Rauch,32.99°C
2021-03-09 13:16:58.480199,Salzburg,Ein paar Wolken,6.39°C
2021-03-09 13:17:58.561732,Mumbai,Rauch,32.99°C
2021-03-09 13:18:58.637500,Salzburg,Ein paar Wolken,6.39°C
2021-03-09 13:19:58.715187,Mumbai,Rauch,32.99°C
2021-03-09 13:20:58.798176,Salzburg,Ein paar Wolken,6.39°C
2021-03-09 13:21:58.879025,Mumbai,Rauch,32.99°C
2021-03-09 13:22:58.957001,Salzburg,Ein paar Wolken,6.39°C
2021-03-09 13:23:59.050023,Mumbai,Rauch,32.99°C
2021-03-09 13:24:59.165773,Salzburg,Ein paar Wolken,6.59°C
2021-03-09 13:25:59.362374,Mumbai,Rauch,33.01°C
2021-03-09 13:26:59.448656,Salzburg,Ein paar Wolken,6.59°C
2021-03-09 13:27:59.526067,Mumbai,Rauch,33.01°C
2021-03-09 13:28:59.599156,Salzburg,Ein paar Wolken,6.59°C
2021-03-09 13:29:59.678311,Mumbai,Rauch,33.01°C
2021-03-09 13:30:59.757220,Salzburg,Ein paar Wolken,6.59°C
2021-03-09 13:31:59.839102,Mumbai,Rauch,33.01°C
2021-03-09 13:32:59.915756,Salzburg,Ein paar Wolken,6.59°C
2021-03-09 13:33:59.983687,Mumbai,Rauch,33.01°C
2021-03-09 13:35:00.067307,Salzburg,Ein paar Wolken,6.59°C
2021-03-09 13:36:00.144444,Mumbai,Rauch,33.01°C
2021-03-09 13:37:00.256166,Salzburg,Ein paar Wolken,6.29°C
2021-03-09 13:38:00.334792,Mumbai,Rauch,32.48°C
2021-03-09 13:39:00.410589,Salzburg,Ein paar Wolken,6.29°C
2021-03-09 13:40:00.555444,Mumbai,Rauch,32.48°C
2021-03-09 13:41:00.627398,Salzburg,Ein paar Wolken,6.29°C
2021-03-09 13:42:00.734046,Mumbai,Rauch,32.48°C
2021-03-09 13:43:00.872716,Salzburg,Ein paar Wolken,6.17°C
2021-03-09 13:44:00.960831,Mumbai,Rauch,32.48°C
2021-03-09 13:45:01.063726,Salzburg,Ein paar Wolken,6.17°C
2021-03-09 13:46:01.166525,Mumbai,Rauch,32.48°C
2021-03-09 13:47:01.265355,Salzburg,Ein paar Wolken,6.17°C
2021-03-09 13:48:01.370747,Mumbai,Rauch,32.48°C
2021-03-09 13:49:01.455574,Salzburg,Ein paar Wolken,6.17°C
2021-03-09 13:50:01.686132,Mumbai,Rauch,32.48°C
2021-03-09 13:51:01.789546,Salzburg,Ein paar Wolken,6.17°C
2021-03-09 13:52:01.917344,Mumbai,Rauch,32.01°C
2021-03-09 13:53:02.167622,Salzburg,Ein paar Wolken,6.16°C
2021-03-09 13:54:02.270957,Mumbai,Rauch,32.01°C
2021-03-09 13:55:02.372010,Salzburg,Ein paar Wolken,6.16°C
2021-03-09 13:56:02.514499,Mumbai,Rauch,32.01°C
2021-03-09 13:57:02.741640,Salzburg,Ein paar Wolken,6.16°C
2021-03-09 13:58:02.838941,Mumbai,Rauch,32.01°C
2021-03-09 13:59:02.942092,Salzburg,Ein paar Wolken,6.16°C
2021-03-09 14:00:10.524080,Mumbai,Rauch,32.01°C
2021-03-09 14:01:10.620097,Salzburg,Ein paar Wolken,6.16°C
2021-03-09 14:02:10.728750,Mumbai,Rauch,32.01°C
2021-03-09 14:03:10.852510,Salzburg,Ein paar Wolken,6.28°C
2021-03-09 14:04:10.966149,Mumbai,Rauch,32.01°C
2021-03-09 14:05:11.061211,Salzburg,Ein paar Wolken,6.28°C
2021-03-09 14:06:11.191631,Mumbai,Rauch,32.01°C
2021-03-09 14:07:11.295325,Salzburg,Ein paar Wolken,6.28°C
2021-03-09 14:08:11.390172,Mumbai,Rauch,32.01°C
2021-03-09 14:09:11.483799,Salzburg,Ein paar Wolken,6.28°C
2021-03-09 14:10:11.582942,Mumbai,Rauch,32.01°C
2021-03-09 14:11:11.670825,Salzburg,Ein paar Wolken,6.28°C
2021-03-09 14:12:11.755428,Mumbai,Rauch,31.52°C
2021-03-09 14:13:11.861808,Salzburg,Mäßig bewölkt,6.64°C
2021-03-09 14:14:11.967771,Mumbai,Rauch,31.52°C
2021-03-09 14:15:12.060699,Salzburg,Mäßig bewölkt,6.64°C
2021-03-09 14:16:12.163446,Mumbai,Rauch,31.52°C
2021-03-09 14:17:12.261911,Salzburg,Mäßig bewölkt,6.64°C
2021-03-09 14:18:12.365736,Mumbai,Rauch,31.52°C
2021-03-09 14:19:12.450828,Salzburg,Mäßig bewölkt,6.64°C
2021-03-09 14:20:12.571991,Mumbai,Rauch,31.52°C
2021-03-09 14:21:12.665794,Salzburg,Mäßig bewölkt,6.64°C
2021-03-09 14:22:12.770558,Mumbai,Rauch,31.51°C
2021-03-09 14:23:12.868851,Salzburg,Mäßig bewölkt,6.44°C
2021-03-09 14:24:12.970806,Mumbai,Rauch,31.51°C
2021-03-09 14:25:13.069520,Salzburg,Mäßig bewölkt,6.44°C
2021-03-09 14:26:13.166845,Mumbai,Rauch,31.51°C
2021-03-09 14:27:13.272267,Salzburg,Mäßig bewölkt,6.44°C
2021-03-09 14:28:13.374456,Mumbai,Rauch,31.51°C
2021-03-09 14:29:13.476927,Salzburg,Mäßig bewölkt,6.44°C
2021-03-09 14:30:16.873736,Mumbai,Rauch,31.51°C
2021-03-09 14:31:16.987712,Salzburg,Mäßig bewölkt,6.44°C
2021-03-09 14:32:17.094074,Mumbai,Rauch,31.51°C
2021-03-09 14:33:17.184187,Salzburg,Mäßig bewölkt,6.02°C
2021-03-09 14:34:17.294988,Mumbai,Rauch,31.51°C
2021-03-09 14:35:17.374208,Salzburg,Mäßig bewölkt,6.02°C
2021-03-09 14:36:17.470386,Mumbai,Rauch,31.51°C
